MD5,原文
89c8b70892d58af245f6cf0cbce932f2,"USA presidental elections were won by an old parties candidate - Donald Trump. To save the country he began creating the youth military organisations, militarisation of society, expanding CIA rights, strengthening the power and destruction of an entire opposition. ilitarisaton and centralisation influenced even the economy, while defining the principles of corporacracy. It's all for the good of America!.. But only time will show if it helps United States...",美国总统选举是由一位旧政党候选人唐纳德·特朗普赢得的。为了拯救美国，他组建青年军事组织，令军事社会化，扩大CIA的权力，重拳出击把反对派连根拔起。军事化和集中化深刻地影响着经济，美国成为了典型的公司王国。一切为了美国！…但只有时间能证明这一切是否有效…
b47cfb9a7740cf42e9922cca7d906570,"Now all across the USSR cafes 'Five' appear, which can be a strong competitor of McRonalds. Population happily welcome the new cafe network, which has food similar to the famous McRonald's. All income goes to the USSR reserves, despite McRonald's tries to sue us.",全苏联都出现了名为“五兄弟”的小咖啡店，对于麦当劳构成了有力竞争。人民欢欣鼓舞支持这新出现的，售卖与名声大噪的麦当劳相近饭食的连锁咖啡店。即使麦当劳再怎么闹，进项还是揣进了联盟的财政储备。
5c4c76e2777993f93cab6eb956a77746,"While ignoring main thesis of the letter, you gave a written answer, in which you discussed problems of our relations and regional cooperation. It was presented personally by the Minister of Foreign Affairs in Khomeini's house, despite the fact that Khomeini didn't meet with anybody, because of his health. Our minister quotes Khomeini: 'I am disappointed. I heard, that he is a thinker. I talked about a place of humanity in this and supernatural world. I don't think about problems of this worldI heard, that new Moscow leade is a thinker. I talked about a place of humanity in this and supernatural world. I don't think about problems of this world. I talked about supernatural world and i didn't receive an answer. But i support the normalisation of our relations'. Soviet and Iranian media used this statement: Imam, after listening to the letter of our Leader, approved it..",在忽略掉了主题的同时，您写了封回信，讨论了我们在区域合作和关系上的问题。外交部长亲手把这封信交到了霍梅尼的房子里。即使霍梅尼身体不好没能会见任何人，部长先生记下了他的答复:“我很失望。我听说他是一位思想家，我提及了人道主义在尘世和超自然世界的地位，可我并未得到答复。我支持，我们的邦交正常化。我们两国媒体将如是报道:“伊玛目，在得到苏联领袖的信后，欣然赞成。”
92c5f8ffb6fc2809b61dd9ac878d705c,"After the beginning of the month parents in the USSR will be banned from any attraction or force to take part in religious life of the country. Ban will cover all religious events for children. Also parents are banned from enforcing religious beliefs and making them to wear religious clothes. New document says, that if parents are unable to protect their children from religious influence and if children don't want to visit normal schools, parents must send them to special correctional schools for rehabilitation.",自本月起，苏联孩子的家长不再被允许直接或间接影响我们国家的宗教生活。所有包含孩子的宗教活动一律禁止。要求孩子皈依与着宗教服饰一律禁止。新的文件宣告，如果家长保护不了孩子免受宗教影响，如果孩子拒绝上正常学校，家长必须将他们送到特别归正学校以使他们改邪归正。
f70e81f4886198960f01105b6161d8cf,"Acceleration policy predicted a 1.7 times increase in heavy industry development and reaching a world level in the 90s. However financing heavy industry, import purchases for it, didn't give positive effect and didn't affect food market. Moreover, this market became a victim of the acceleration",加速计划预计将提高重工业至一点七倍并在九十年代达到世界领先水平，但是投入金钱购买与资助没有太大成效，也对食物市场毫无影响，恰恰相反，食物市场因这计划急转直下。
b8be01f907b893a5f3beeabd9fdae854,"During the referendum most of the poppulation supported the USSR, but it will follow the new Union treaty. It, in theory, will improve national relationships and give more possibilities to the union republics. Including rights to leave the USSR and use their own resources.",在公投中大多数人民支持了我们伟大的，奉行新联盟条约的苏维埃主权共和国联盟。理论上，这将改善民族关系，并给以各共和国新的可能性，比如自由出入联盟以及支配本国资源。
04f5ae5c128cec6e7e528ffd8312301a,Today first meeting between the Pope and leader of the USSR took place. Diplomatic relations were created. Our Ruler declared constitutional policy of Free onscience.,今天教宗和苏联领袖的首场会面开始了。外交关系被确立了。我们的领袖宣布了宪法级的信仰自由政策。
d61ae0b6879f95504da8b746edee5d13,"Creation of Missile defense with elements of space basing has created a new major psychological factor  realization of existence of powerful weapons in space. A number of such reasons (including impossibility of creation of SDI) led to the cancellation of the SDI project. Despite the refusal of the USSR to sign the treaty, western media didn't mention it, while the ideo of SDI was dismissed. Resources of the American budget were redirected to economy.",创建天基导弹防御系统的一个重要心理因素是太空中部署的强大武器。许多这样的原因（包括SDI的失败）导致SDI项目取消。苏联拒绝签署该条约，但西方媒体没有提及。SDI计划被驳回。美国预算被重新分配到发展经济上。
e265248ae7c58d2ee88a303731081db1,"At 07:00 by the order of defense Minister Yazov the Taman motorized rifle division, the Kantemirovskaya tank division and 106th (Tula) airborne division were put forward to Moscow.At 08:00 airborne troops take a protection under television center in Ostankino. They will turn off Tv transimmiters . All channels are reconfigured to first program where a Lukyanova\'s statement and documents of the Emergency Committee are passed , in the intervals  classical music, mostly in minor.At 10:00 special purpose units of the KGB and Soviet interior Ministry block the Manege square and the KremlinLiberal appeal ""To the citizens of Russia"" under the authorship of the coalition of Khasbulatov R. I., A. A. Sobchak, G. E. Burbulis, M. N. Poltoranin, S. M. Shakhray, And V. N. Yaroshenko is sent by faxes among the opponents of our government.",早七时亚佐夫部长下达了命令。图拉空降兵师与塔曼摩托化步兵师还有坎特米洛夫斯卡亚坦克师进占莫斯科。八点空降兵守住了奥斯坦季诺的电视台，他们将切断电视信号。所有频道将被切换到卢卡诺娃的声明和紧急状态委员会的公告配以插播古典音乐发表的一台。十点克格勃与内务部的特种部队封锁了广场和克里姆林宫。哈斯布拉托夫、索布恰克、布布利斯、波尔托里尼、沙赫雷和雅罗申科联合政府领导下的“给俄国人民的公开信”的自由呼吁被通过传真发送给了临时政府的敌人。
f121da826e7cbc699203d5d469023802,"At 07:00 by the order of defense Minister Yazov the Taman motorized rifle division, the Kantemirovskaya tank division and 106th (Tula) airborne division were put forward to Moscow.At 08:00 airborne troops take a protection under television center in Ostankino. They will turn off Tv transimmiters . All channels are reconfigured to first program where a Lukyanova\'s statement and documents of the Emergency Committee are passed , in the intervals  classical music, mostly in minor.The troops have been placing the Central Telegraph office, TASS, TV center in Ostankino, radio stations, power plants, water stations, bridges and entrances to them since 10.00 during the day. Special purpose units of the KGB and Soviet interior Ministry block the Manege square and the KremlinDeployment of the armed loyal forces to Kiev, Minsk, Tashkent, Riga, Kaunas, Vilnuce, Kirovabad has started since 11.00. The angry phone calls are heard in the part of The Central Committee in Ukrainian SSR and Belorussian SSR.Liberal appeal ""To the citizens of Russia"" under the authorship of the coalition of Khasbulatov R. I., A. A. Sobchak, G. E. Burbulis, M. N. Poltoranin, S. M. Shakhray, And V. N. Yaroshenko intercepted by the KGB.",早七时亚佐夫部长下达了命令。图拉空降兵师与塔曼摩托化步兵师还有坎特米洛夫斯卡亚坦克师进占莫斯科。八点空降兵守住了奥斯坦季诺的电视台，他们切断电视信号。所有频道将被切换到卢卡诺娃的声明和紧急状态委员会的公告配以插播古典音乐发表的一台。十点部队被配置在中央电报处、塔斯社、奥斯坦季诺的电视台、电台、发电厂、水塔以及通向上述地点的桥梁和要道。克格勃与内务部的特种部队封锁了广场和克里姆林宫。十一点起忠诚于我们的武装部队开始被部署在基辅、明斯克、塔什干、威尔尼斯、基洛夫阿巴德。乌克兰苏维埃社会主义加盟共和国和白俄罗斯苏维埃社会主义加盟共和国的中央委员会内也响起了愤怒的电话声。由哈斯布拉托夫、索布恰克、布布利斯、波尔托里尼、沙赫雷和雅罗申科联合起草的“给俄国人民的公开信”的自由呼吁被克格勃截获。
79e188ce6aba95f3d37d3c0a7631f709,"At 07:00 by order of the Defence Minister Yazov in all military units of the country is cut off under the pretence of carrying out secret military exercises. The only thing is allowed is to communicate only to commanders with direct supervision in Moscow.At 08:00 special purpose units of the KGB and Soviet interier Ministry take a protection under television center in Ostankino. They will turn off Tv transimmiters . All channels are reconfigured to first program where a Lukyanova\'s statement and documents of the Emergency Committee are passed , in the intervals  classical music, mostly in minor.Liberal appeal ""To the citizens of Russia"" under the authorship of the coalition of Khasbulatov R. I., A. A. Sobchak, G. E. Burbulis, M. N. Poltoranin, S. M. Shakhray, And V. N. Yaroshenko is being prepared, however, the authors decide to transfer it to the mailing list at the time when you will actively begin to use armed force.",早七时亚佐夫部长下达命令，所有部队以秘密军演名义被留置在军营里。唯一被允许的就是在莫斯科直接监管下的与指挥官的通信。八点内务部和克格勃特种部队守住了奥斯坦季诺的电视台，他们将切断电视信号。所有频道将被切换到卢卡诺娃的声明和紧急状态委员会的公告配以插播古典音乐发表的一台。哈斯布拉托夫、索布恰克、布布利斯、波尔托里尼、沙赫雷和雅罗申科联合起草的“给俄国人民的公开信”的自由呼吁正在完成，他们将在您主动开始动用武力时发文。
980986f641924af593031414de250df2,"Tanks began the operation. They fired a couple of shots from close range to frighten the protesters and made passages in the barricades. Then the soldiers of a separate motorized rifle division named after Dzerzhinsky pushed the defenders away from the entrance of the White House and held the corridors. Tula paratroopers broke the doors and glazed openings in the walls, and then began a battle on the floors of the building. At the same moment men of the Alpha started to execute their own plan, searched for and neutralized the leaders of the opposition. The operation was a success, despite the death of 5 civilians. Forces of the opposition inside the White House were destroyed and the rally gradually went out.",坦克打响了第一炮。它们近距离开炮，威吓了示威者并在路障中清出通路。捷尔任斯基摩托化步兵师的士兵将守卫者驱离了白宫并把守了走廊。图拉师空降兵在墙上打出入口并在各层开始战斗。同时内务部阿尔法特种兵开始执行另一计划即搜索消灭反对派领导人。行动以五名平民的死亡为代价成功了。集聚的人群散去，驻扎在白宫里的反对者也被消灭了。
6860a23a77eecc5342782388e32168e1,"At 13: 00-16: 00, according to the BBC, the generals of the Ministry of Defense, KGB and MIA, V.A. Achalov, V.F. Grushko, G.E. Ageev, B.V. Gromov, A.I. Lebed, V.F. Karpukhin, V.I. Varennikov and B.P. Beskov on the orders of the GKChP, developed the plan for the subdivisions of the power structures that were not planned to capture the building of the Supreme Council of the RSFSR. According to the experts their plan was flawless, but the decision wasnt made, because this could lead to casualties among the protesters, so General Lebed, one of the developers of the assault plan, and 10 tanks of the Taman division (without ammunition) went over to the opposition and Yazov decided to cancel the operation.","从下午1点钟到4点钟，根据BBC的报道，国防部、克格勃和内务部的将军们，包括V.A.阿恰洛夫, V.F.格鲁什科，G.E.阿格耶夫，B.V.格罗莫夫，A.I.列别德，V.F.卡普金，V.I.瓦连尼科夫和 B.P.贝斯科夫，根据国家紧急状态委员会的命令，为强力机构的各个部门制定了不打算占领俄罗斯最高苏维埃大楼的计划。专家们认为他们的计划很完美，但是进攻计划的一位制定者，列别德将军，和10辆塔曼师的坦克（未携带弹药）投奔了反对派。亚佐夫决定取消行动。"
ab4074271a8deb9d4fcdf5f257a89b56,Coexistence,共存
38c53baa94637c57cb23d3fdfb9f2058,Brezhnev's doctrine,勃列日涅夫学说
